News,Date
"U.S. crude oil and gasoline inventories soared last week, while distillate stockpiles fell, the Energy Information Administration said on Wednesday.Crude inventories rose by 16.3 million barrels in the week to Feb. 10 to 471.4 million barrels, compared with analysts’ expectations in a Reuters poll for a 1.2 million-barrel rise.Crude stocks at the Cushing, Oklahoma, delivery hub for futures USOICC=ECI rose by 659,000 barrels last week, the EIA said.Refinery crude runs fell by 383,000 barrels per day, and refinery utilization rates USOIRU=ECI fell by 1.4 percentage points in the week.U.S. gasoline stocks rose by 2.3 million barrels to 241.9 million barrels, the EIA said, compared with analysts’ expectations in a Reuters poll for a 1.5 million-barrel rise.​Distillate stockpiles, which include diesel and heating oil, fell by 1.3 million barrels to 119.2 million barrels, versus expectations for a 400,000-barrel rise.Net U.S. crude imports fell by 1.07 million bpd, the EIA said.
Source: Reuters (Reporting by Laura Sanicola Editing by Marguerita Choy)",16/02/2023
"Oil prices slid about 2% to a one-week low on Wednesday on a much bigger-than-expected U.S. crude stock build and expectations of further interest rate hikes, though forecasts for higher 2023 demand growth limited losses.U.S. crude stockpiles jumped by 16.3 million barrels last week to 471.4 million barrels, their highest since June 2021, the U.S. Energy Information Administration (EIA) said.That was much higher than the 1.2 million-barrel increase that analysts forecast in a Reuters poll and compares and the 10.5 million-barrel increase shown in data from the American Petroleum Institute (API), an industry trade group. ,Analysts said an unusually large crude oil supply adjustment in the EIA data contributed to the outsized build.“It’s the worst kind of build that you can possibly have. It’s all about the …. adjustment number. There’s no getting around that,” said Bob Yawger, director of energy futures at Mizuho, a bank.Brent futures fell $1.35, or 1.6%, to $84.23 a barrel by 11:11 a.m. EST (1611 GMT), while U.S. West Texas Intermediate crude (WTI) fell $1.46, or 1.9%, to $77.60.That puts both Brent and WTI on track for their lowest closes since Feb. 7.U.S. inflation data and remarks by central bank officials that have been perceived as indications that interest rates will go higher for longer also weighed on the market.Federal Reserve officials on Tuesday said that the U.S. central bank will need to maintain gradual increases to interest rates to beat inflation and suggested that price pressures driven by a hot jobs market could push borrowing costs higher than previously expected.Also applying downward pressure on crude was the announcement this week that the United States would sell 26 million barrels of oil from the nation’s strategic reserve, which is already at its lowest level in about four decades.Lending some support was Wednesday’s report from the International Energy Agency (IEA), which raised its forecast for 2023 oil demand growth and said that restrained OPEC+ production could bring a supply deficit in the second half.OPEC+ includes the Organization of the Petroleum Exporting Countries (OPEC) and other oil suppliers including Russia.The IEA said that about 1 million barrels per day (bpd) of production from OPEC+ member Russia will be shut in by the end of the first quarter, citing a European ban on seaborne imports and a Group of Seven (G7) price cap over the invasion of Ukraine.The G7 is a group of seven countries, including Canada, France, Germany, Italy, Japan, Britain and the United States.On Tuesday OPEC also raised its projection for global oil demand growth and pointed to a tighter market in 2023.
Source: Reuters (Additional reporting by Alex Lawler in London, Laila Kearney in New York and Muyu Xu in Singapore; Editing by Marguerita Choy and Mike Harrison)",16/02/2023
"Middle East crude benchmarks Oman and Murban slipped on Wednesday as the market fretted about oversupply in the region after Chinese top state-owned refiners resumed buying discounted Russian Urals crude oil.RUSSIAN OILSINGAPORE CASH DEALSCash Dubai’s premium to swaps stayed steady at $2.35 a barrel. Vitol will deliver one April-loading Upper Zakum cargo to Trafigura following the trade.
Source: Reuters",16/02/2023
"Egypt is seeking investment in all aspects of energy production, whether it be in traditional fossil fuels or renewables, the Minister of Petroleum and Mineral Resources Tarek El Molla has said.“I cannot say that we will do one bucket on the account of the other. We have to do them all,” Mr El Molla said at the Egypt Petroleum Show in Cairo on Tuesday.“We need investments in exploration, we need investments in [the energy] transition, we need investments in renewables, we need investments in decarbonisation … We need investments in all aspects and I wouldn’t prioritise any of them.”Oil demand is set to reach 102 million barrels a day this year and increase to 110 million bpd by 2025, Opec Secretary General Haitham Al Ghais said at the opening of the industry conference on Sunday.The disruption of the market following Russia’s invasion of Ukraine a year ago has pushed up the prices of oil and natural gas, particularly in the heavily dependent European market.Oil prices closed 2022 with a second straight annual gain with Brent gaining about 10 per cent and US crude rising about 7 per cent.Wholesale prices of electricity and gas in Europe have surged as much as 15-fold since early 2021, according to the International Monetary Fund.Egypt, which hosted the UN climate conference Cop27 in November, has committed to sourcing 42 per cent of its energy from renewable sources by 2030, from about 20 per cent currently.However, as the country suffers from the economic fallout of the Russia-Ukraine war, it is also looking for ways to solve its foreign currency crunch and maximise its natural gas exports as Europe looks for new energy suppliers.Mr El Molla said earlier this week that the state is planning to offer three international gas and oil tenders this year and has an “ambitious plan” to drill more than 300 exploration wells by 2025.“Because we have seen the prices of oil and gas are extremely high now … this will have a negative impact on many economies in the world. Therefore, we need to increase the production of these fossil fuels, but in a responsible manner,” Mr El Molla said.“Otherwise, less investments means less production, that means higher prices, and it is going to be a vicious cycle.”Natural gasEgypt expects to produce about 7.5 million tonnes of liquefied natural gas this year, in line with production in 2022, when it shipped 80 per cent of its LNG to Europe, said Mr El Molla.The North African country and Israel signed a framework agreement with the EU in June to increase LNG sales to European countries. Under the deal, Israeli gas is transported by pipeline to Egypt’s LNG plants before being shipped to Europe.But expansion in export capacity under the deal will take time and significant investments, industry leaders said during a panel discussion on Tuesday.Egypt has the capacity to export about 13 million tonnes annually through its Idku and Damietta plants, said Magdy Galal, head of state-run operator EGas.Adding five production trains to the two plants could bring total capacity to more than 30 million tonnes, but “it is not cheap”, Mr Galal said.Yossi Abu, chief executive of Israel’s NewMed Energy, said he was confident the two countries would reach a final agreement “that creates a win-win to everybody”.ExplorationIn Egypt, Chevron and Eni recently made a “significant” gas discovery at their Nargis block off North Sinai, reportedly in the range of 100 billion cubic metres. Each company holds a 45 per cent interest while state-owned Tharwa Petroleum holds the remaining 10 per cent.Chevron entered the Egyptian market in 2020, picking up four exploration blocks and another two when it acquired Noble Energy.It also has a 40 per cent stake in Israel’s mammoth gasfield Leviathan and 25 per cent in Tamar.Chevron International’s president for exploration and production Clay Neff said at the conference on Tuesday that the US company is “pursuing some very important expansion of those assets”.While Chevron has committed to lowering its emissions to 35 per cent by 2028 and reaching net zero by 2050, Mr Neff said that “gas is going to play a key role for decades to come”.“We’re unapologetically going to grow our traditional business. We know the world needs it,” he said.Chevron and Egypt’s Petroleum Ministry also signed an agreement this week to co-operate on projects to lower its carbon footprint, including reducing methane emissions.Chevron has halved its methane emissions since 2016, according to Mr Neff.Several industry leaders spoke of the energy “trilemma” of affordability, availability and sustainability.“We need to keep now a firm eye on where we are going, how to turn this crisis into a foundation for a more sustainable energy future,” EU energy commissioner Kadri Simson said at the event.
Source: The National News",16/02/2023
"India’s ONGC is actively pursuing discussions with oil majors seeking partnerships to accelerate domestic exploration plans while keeping an eye on overseas upstream opportunities, an analysis by S&P Global Commodity Insights showed.The development signals ONGC’s continued focus at both home and abroad to boost oil and gas output despite the push towards cleaner fuels.ONGC, which contributes two-thirds of the country’s oil and gas output, is also keeping a close eye on events in Russia where the company, through its international arm ONGC Videsh Ltd., has a sizeable presence, delegates who attended the India Energy Week told S&P Global.ONGC has stepped up discussions with ExxonMobil, Equinor, the American oil services conglomerate Baker Hughes, and French research organization Institut Français du Pétrole on various issues like technology and deepwater collaboration.“Energy security is geography dependent. The world is now getting balanced as deep sea investments are becoming economical. The transition to renewables is a reality. However, oil and gas will remain in focus in the journey,” said Arun Kumar Singh, ONGC’s chairman and CEO.ONGC’s strategic long-term growth path would include expansion of deepwater oil and gas exploration, enhanced oil recovery, boosting renewables capacity, building carbon capture, utilization and sequestration capabilities, as well as playing a key role in India’s push towards a hydrogen economy, according to top company officials.Upstream investment plansONGC officials said the company had set a target of investing $3.5 billion in lifting oil and gas output over the next 3-4 years from its western offshore assets, in line with its effort to ramp up oil recovery from its flagship asset at Mumbai High in Gulf of Cambay region.The offshore assets in the western region produce 41.5 million cu m/day of gas and around 260,000 b/d of crude, said Pankaj Kumar, director of offshore assets, on the sidelines of the India Energy Week.In 2021-22 (April-March), ONGC’s crude oil and condensate output fell 3.7% on the year to 21.71 million mt, or 155 million barrels, while its total gas output dropped 5% on the year to 21.68 Bcm.“We are open to any type of partnership with private players to raise output in our oil and gas assets,” Kumar said.ONGC plans to produce oil and gas from its ultra deepwater assets in the eastern offshore of the Krishna-Godavari basin at KG98/2 block from May, Kumar said, adding that ONGC would produce at least 10,000 b/d initially at the KG98/2 block, and then to a peak level of 45,000 b/d by the end of the current year.The Russia factorOVL currently has a stake in 32 oil and gas projects in 15 countries.Recently, OVL signed an agreement with YPF SA of Argentina to enhance cooperation between the two companies in the energy sector, such as exploration and development of upstream oil and gas opportunities.Since the start of the Russia-Ukraine war in early-2022, the strategy of OVL has been in focus, considering many international companies severed ties with Moscow.“ONGC’s Russian assets have a primary international position in the company’s portfolio. While the share of new volumes from Russia is limited, the country is essential for maintaining OVL’s base production and accompanying cashflows, which will support growth projects in other parts of its portfolio,” said Rajeev Lala, associate director, upstream companies and transactions, at S&P Global.“With the exit of international oil companies, technical and operational burdens for fields that are difficult to develop will be the responsibility of new operators — essentially, but not solely Rosneft. Asset monetization could be a very long-term prospect if ONGC were to buy into new Russian assets,” Lala added.Between 2022-2031, Russia is expected to account for an average of 54% of OVL’s total entitlement production, according to S&P Global estimates.Russia’s reliance on hydrocarbon receipts grew last year, as sanctions took a toll on other parts of the economy. This means government’s revenue needs will retain primacy over investor returns, which heightens risks for any potential foreign buyer of Russian assets, including ONGC, he added.Production of light sweet Sokol crude at the Sakhalin 1 project came to a halt in Q2 2022 after previous operator ExxonMobil declared force majeure and exited the project.Following ExxonMobil’s exit, a new Russian entity managed by Rosneft subsidiary Sakhalinmorneftegaz-Shelf took over the operatorship, while foreign equity holders of the project were asked to apply to Moscow to retain their stakes.“The exodus of oil companies from Russia presents significant challenges for ONGC. The Sakhalin I project is one of ONGC’s most profitable assets, but the absence of ExxonMobil’s technical and operational capability will hamper operations, and likely profits, at the project,” said Mansi Anand, senior research analyst at S&P Global.
According to trade sources, increasingly more Far East Russia’s Sokol crude cargoes are finding homes in India following the grade’s return to the export market in October 2022, as its traditional buyers in North Asia ceased to purchase the grade following the war.
Source: Platts
",16/02/2023
"Russia’s State Duma introduced a bill late on Saturday setting discounts for Russian oil exports, according to the lower house of parliament’s website.Under the draft proposal, the discount on dated Brent oil will be limited to $34 per barrel in April, declining to $31 in May, $28 in June and $25 in July.The government has been debating how to calculate Russia’s taxable oil price following the European Union’s import ban and the resulting lack of a reliable price-setting mechanism.Russia currently uses Urals price assessments in Europe’s Rotterdam and Augusta ports, provided by commodity price reporting agency Argus, to determine its mineral extraction tax, additional income tax, oil export duty and reverse excise on oil.On Friday, Reuters reported that Russia plans to fix the price of Urals crude oil at $20 per barrel below dated Brent for tax purposes after state oil revenue slumped in January.Moscow relies on oil and gas income to fund its budget, but has been forced to start selling foreign currency reserves to cover a deficit that stretched to 1.76 trillion roubles ($24.8 billion) in January to cover the cost of the military operation in Ukraine.Urals crude differentials to dated Brent slipped to minus $30 a barrel in December from minus $24 in November, remaining sharply below the single-digit discounts seen prior to 2022.Russia said on Friday it will cut oil production by 500,000 barrels per day, or around 5 per cent of output, in March, following the West’s imposition of price caps on Russian oil and oil products.
Source: Reuters",15/02/2023
"ExxonMobil’s recent announcement of the sale of its Italian and Thai assets is the latest in a series of divestment moves by the oil Majors. But how much more rationalisation is likely?Our report ExxonMobil exits Italy and Thailand: why, and what’s next for the Majors? assesses the reasons for ExxonMobil’s decision and looks at the potential for further consolidation by the industry’s key players. Fill out the form to access the full insight, or read on for a short introduction.What exactly is ExxonMobil selling?
ExxonMobil has sold all its Italian fuel and refining assets to private Italian fuel and mobility group IP. The deal is due to close in mid-2023 and hands IP full ownership of the 134,000 barrel-per-day Trecate refinery (it already owned 25%).ExxonMobil has also agreed to dispose of its 65.99% interest in Esso Thailand, this time to Bangchak. That deal should go through in the second half of 2023. It includes the Sriracha refinery, distribution terminals and pipelines, along with a network of 700 Esso-branded retail/service stations.ExxonMobil will, however, continue to supply both markets with branded finished lubricants and chemical products.Why is ExxonMobil parting with these assets?
Trecate doesn’t align with the company’s strategic focus on petrochemicals and lubricants. What’s more, its inland location makes it both less competitive on price and harder to decarbonise. In fact, it ranked in the bottom quartile for global integrated refinery/petrochemical sites in terms of net cash margins (NCM) in 2021.By comparison, Sriracha is a midranking site in terms of NCM. However, it doesn’t fit with ExxonMobil’s future focus, which is on large-scale facilities producing lower-emissions fuels and high-performance products.The chart draws on data from our proprietary Refinery Evaluation Model and Emissions Benchmarking Tool. It shows the integrated carbon emissions intensity and NCM for ExxonMobil’s assets in 2021, including Trecate and Sriracha.How likely are further divestments by the Majors?
For most of the Majors, some further divestment of non-core assets is desirable.ExxonMobil has a number of refinery-only sites that don’t fit with its long-term strategy. BP is down to six refineries but needs to get rid of at least one more to meet its 2030 goal to reduce refinery capacity. Shell has identified five key petrochemically integrated assets and needs to divest others. TotalEnergies could choose to sell its remaining standalone refineries rather than convert them to bio-sites. And Chevron still owns sites which weaken its strategic focus on downstream decarbonisation.However, a lack of obvious buyers, coupled with the strength of short-term refinery margins, reduces the urgency of further divestment. Sales of further assets are therefore likely to be opportunistic rather than strategic.You can get our view on potential candidates for future divestment for ExxonMobil, BP, Shell, TotalEnergies and Chevron in the full report. This also includes further detail on the ExxonMobil deals, as well as a series of charts analysing NCM, emissions intensity and other statistics for the Majors’ individual assets.
Source: Wood Mackenzie",15/02/2023
"Commodity trading house Mercuria doesn’t see a big impact on crude oil markets from Russia’s decision to cut its oil output, its CEO told Reuters, adding the move could narrow the price discount for Russian exports.Russia said last week it would cut its production by 500,000 barrels per day (bpd), or around 5%, in March, after the West imposed price caps on Russian oil and products.“I don’t think it will have a big impact,” Marco Dunand said on the sidelines of the World Government Summit on Monday.“The Russians are concerned about the differential they are getting from their crude, they are selling their crude at large discounts,” he added.Dunand said the cut could help narrow the discount to benchmark Brent crude to about $20 per barrel from the current $40.The G7, European Union and Australia agreed to ban the use of Western-supplied maritime insurance, finance and brokering for seaborne Russian oil priced above $60 per barrel from Dec. 5 as part of sanctions on Moscow over its war in Ukraine.The EU also imposed a ban on purchases of Russian oil products and set price caps from Feb. 5.In turn, Russia has banned any deals that involve applying the price cap mechanism.Dunand said it was too early to tell what effect the products cap would have on the market.
“The real demand for Russian diesel tends to be in Europe, so they have to find new markets and different ways of blending etc,” he said.Should temporary shortages arise in one place as a result of the price cap, they would eventually “balance out” as there was ample supply to meet demand globally, Dunand said.He also said Europe was better prepared for the coming winter even if Russian gas supply was difficult to predict.Europe is now receiving more supply from other places such as the United States and Nigeria, he said.“If we have a cold winter we could have potential shortages but Europe is much better prepared to go through a cold winter than it was before,” he said.
Source: Reuters (Reporting by Maha El Dahan Editing by Mark Potter)",15/02/2023
"A rout in natural gas prices will hurt first-quarter earnings and cash flows at gas producers as hedges – the industry’s version of price insurance – were inadequate to offset the expected losses, analysts and industry experts said.Producers starting the year with fewer hedges than historically will have to sell more gas at the market rate of about $2.45 per million British thermal units (mmBtu), below the breakeven prices for producing gas in some regions, and that may force some companies to reduce drilling and put off completing wells.Hedges, or contracts that lock in prices for future output, help producers protect cash flows against price swings, helping them drill and complete wells – crucial at a time when Europe has looked to the United States for gas.U.S. prices for the heating fuel traded as low as $2.34 per mmBtu this month, down 76% from last year’s August peak and the lowest level since April 2021, on mild winter weather in North America and on weaker exports.The low levels of hedging would drain cash flow as market selling prices are low, said Matt Hagerty, senior energy strategist at FactSet’s BTU Analytics.About 36% of 2023 gas production was hedged at the end of September, according to consultancy Energy Aspects, which tracked 40 publicly traded gas producers. That percentage was down from 52% a year earlier.Producers entered in to only two to three swap deals per month from April to October last year, said David Seduski, natural gas analyst at Energy Aspects, referring to a type of hedge. He called that amount “incredibly minimal” and said it compared with 30 to 50 such trades per month in 2021.A rally in prices in 2022 after Russia’s invasion of Ukraine forced a lot of producers already hedged at lower prices to take on hedging losses. That may have encouraged them to hedge less.“Last year was pretty jarring for folks, who weren’t ready for the uptick in price. A lot of folks probably sold off those hedges and wanted to be exposed to the upside and might see themselves in the predicament they’re in now,” said Trisha Curtis, chief executive of energy consultancy PetroNerds added.EQT Corp, the top U.S. producer of natural gas, last month said it expects a $4.6 billion loss on derivatives for 2022, and net cash settlements of $5.9 billion. No. 2 producer Southwestern Energy Co posted a $6.71 billion loss on derivatives for the first nine months of 2022.RISKY STRATEGIES
Some companies have let their hedges expire, increasing exposure to current prices. Antero Resources Corp said in October that the vast majority of its hedges would roll off by Jan 1.Another type of hedge, known as a three-way collar, could backfire because of the extent of the fall in prices, analysts said. These transactions have a producer buy an agreement to sell natural gas at one price, called a put, while also selling a put at a lower price in hopes of pocketing the premium from its buyer.Effectively, this is a calculated bet that gas will fall to a certain level and no further. But when it falls below the predicted lower price, it takes away some of the benefits of the hedge.Chesapeake Energy Corp, for example, bought puts for 900 million cubic feet at $3.40 per million cubic feet (mmcf), while also selling puts for $2.50 mmcf for the first quarter, according to a November presentation.Were gas prices to average $2.36 per mmcf, the company would pay out 14 cents per mmcf, reducing the gains from the hedge.Antero and Chesapeake did not respond to a request for a comment.Denver-based Ovintiv Inc, previously Encana, also said it had sold puts for 400 mmcfpd at $2.75 per mmcf for the first quarter of 2023, according to a November press release. That would erode the gains from the hedges by about 39 cents per mmcf.On the other hand, companies that locked in higher prices on average during the run-up in prices late last year could see gains, Rystad Energy senior analyst Matthew Bernstein said.While overall hedging was lower, the average $3.16 per mmBtu was higher than a year earlier, he added. EQT, for example, has hedged about 58% of its total production at an average of about $3.40 per mmBtu, higher than current market prices.Ovintiv and EQT did not immediately respond to a request for a comment.
Source: Reuters (Reporting by Arathy Somasekhar in Houston Editing by Matthew Lewis)",15/02/2023
"Energy – Higher demand for OPEC oil
Oil prices settled lower yesterday as the market digested the US SPR release announcement, while the YoY US CPI print also came in above expectations, which will have weighed further on prices. The market has continued to trade weaker this morning after some bearish API data was released overnight with US inventories increasing across the board last week. US crude oil inventories grew by 10.51MMbbls, while Cushing crude oil inventories increased by 1.95MMbbls. For refined products, gasoline and distillate fuel oil stocks increased by 846Mbbls and 1.73MMbbls respectively.OPEC released its latest monthly oil market report yesterday. This showed that OPEC production over January averaged 28.88MMbbls/d, down 49Mbbls/d MoM. Saudi Arabia saw the largest decline over the month with output falling by 156Mbbls/d. For 2023 the group revised lower its non-OPEC supply growth estimate by 100Mbbls/d to 1.44MMbbls/d YoY, while global oil demand growth forecasts were increased by 100Mbbls/d to 2.32MMbbls/d YoY. As a result, the call on OPEC production over 2023 is 29.42MMbbls/d, above January production of 28.88MMbbls/d. The call on OPEC supply is strongest in 4Q23, standing at 30.43MMbbls/d. The IEA will release its monthly oil market report today, which will also give the agency’s latest outlook for the market.Bloomberg reports that the European Commission is set to have talks on whether voluntary demand cuts in the European gas market need to be extended beyond March. Previously EU members agreed on voluntary demand cuts of 15% below the 5-year average for the period August 2022 to March 2023. We believe that Europe will need to continue to see demand destruction through the course of the year in order to ensure the market is kept in balance. However, we believe demand cuts needed beyond March can be more modest at around 10%. This assumes we see no further declines in Russian pipeline gas flows to the region.Metals – Aluminium smelters in Europe still facing challenges
Despite the recent drop in energy prices, aluminium smelters in Europe still face challenges, Norsk Hydro has said. The company’s CFO said a further 600,000 tonnes of aluminium capacity is still at risk if we see another spike in energy prices.Mitsui Mining & Smelting Co., Japan’s largest zinc smelter, will raise premiums for Asian ex-Japan buyers for the second year in a row by more than 10% over LME prices for 2023. The company expects zinc supply to remain tight and sees a supply deficit of 150kt in 2023, the third annual deficit in a row. It expects zinc prices to range between $3,000 and $3,400/t in the first half of the year.Agriculture – France raises winter-grain planting estimates
France’s agriculture ministry said that French winter-grain plantings for the 2023 harvest are now projected at 6.76m hectares, slightly higher than initial estimates of 6.71m hectares. The latest estimates are up 1.8% YoY, while also remaining 1.7% above the five-year average. Soft wheat area estimates were increased to 4.76m hectares (+2% YoY), marginally higher than the December estimate of 4.75m hectares.
Source: Reuters",15/02/2023
"Oil dropped for a second day on Wednesday, as an industry report pointed to ample supplies in the United States and anticipation of further interest rate hikes sparked concerns over weaker fuel demand and the economic outlook.U.S. crude stocks rose by a more-than-forecast 10.5 million barrels, according to market sources citing American Petroleum Institute (API) figures, ahead of official Energy Information Administration (EIA) data out at 1530 GMT.“Simply put, the U.S. is swimming in oil,” said Stephen Brennock of oil broker PVM.Brent crude futures slid $1.13, or 1.3%, to $84.45 a barrel by 0910 GMT, while U.S. West Texas Intermediate (WTI) crude dropped $1.31, or 1.7% to $77.75.U.S. inflation data and remarks from central bank officials that have spurred investor worries that interest rates are going to be higher for longer also weighed on the market.Federal Reserve officials said on Tuesday the U.S. central bank will need to keep gradually raising interest rates to beat inflation and suggested price pressures driven by a hot jobs market may push borrowing costs higher than they once thought.Also putting downward pressure on crude was the U.S. announcement this week that it would sell 26 million barrels of oil from the nation’s strategic reserve, which is already at its lowest level in roughly four decades.Lending some support was Tuesday’s Organization of the Petroleum Exporting Countries report, in which the group made its first upward revision to global oil demand growth in months and trimmed the non-OPEC supply outlook, pointing to a tighter market in 2023.The International Energy Agency, in its report on Wednesday, also boosted its 2023 demand forecast.
Source: Reuters",15/02/2023
"OPEC has raised its 2023 forecast for global oil demand growth in its first upward revision for months, citing China’s relaxation of COVID-19 restrictions and slightly stronger prospects for the world economy.Global oil demand will rise this year by 2.32 million barrels per day (bpd), or 2.3%, the Organization of the Petroleum Exporting Countries (OPEC) said on Tuesday in a monthly report. The projection was 100,000 bpd higher than last month’s forecast.Higher demand could support oil prices that have held relatively steady since the end of last year and stand at a little less than $86 a barrel. OPEC had kept its 2023 demand growth forecast steady for the past two months after a series of downgrades.“Key to oil demand growth in 2023 will be the return of China from its mandated mobility restrictions and the effect this will have on the country, the region and the world,” OPEC said in the report.“Concern hovers around the depth and pace of the country’s economic recovery and the consequent impact on oil demand.”OPEC expects Chinese demand to grow by 590,000 bpd in 2023, up from last month’s forecast at 510,000 bpd. China’s oil consumption dropped for the first time in years in 2022, held back by its COVID containment measures.The OPEC report was upbeat on economic prospects, nudging up its 2023 global growth forecast to 2.6% from 2.5%, though it said that a relative slowdown remained evident and cited high inflation and expected further increases to interest rates.Other upside factors for oil are the likelihood that the U.S. Federal Reserve will manage a soft landng for the U.S. economy and further commodity price weakness, OPEC said.On the flipside, it noted a number of factors that could curb economic growth and oil demand.“Downside risks are apparent and may include further geopolitical tensions in Eastern Europe, China’s ongoing domestic challenges amid the pandemic and potential spillovers from China’s still fragile real estate sector,” OPEC said.The report also showed that OPEC’s crude oil production fell in January after the wider OPEC+ alliance pledged output cuts to support the market. Output declined in Saudi Arabia, Iraq and Iran, offsetting increases elsewhere.OPEC said its crude oil output in January fell by 49,000 bpd to 28.88 million bpd.
Source: Reuters (Reporting by Alex Lawler Editing by David Goodman)",15/02/2023
"The American Petroleum Institute (API) on Tuesday reported an increase of 10.507 million barrels of crude oil in U.S. inventories for the week ending Friday.Analysts expected a hike of 0.321 million barrels for this week.The API reported a drop of 2.184 million barrels in the previous week.Oil prices fell on Tuesday after the United States said it would release more crude from its Strategic Petroleum Reserve.The West Texas Intermediate for March delivery dropped 1.08 U.S. dollars, or 1.35 percent, to settle at 79.06 dollars a barrel on the New York Mercantile Exchange. Brent crude for April delivery lost 1.03 dollars, or 1.19 percent, to close at 85.58 dollars a barrel on the London ICE Futures Exchange.The U.S. Department of Energy said Monday that it would sell 26 million barrels of crude oil from the reserve, a release Congress had mandated in previous years.The deliveries of the oil will take place from April 1 through June 30, the department said in a statement.Traders awaited data on U.S. fuel stockpiles as the Energy Information Administration will release its weekly petroleum status report on Wednesday.Analysts polled by S&P Global Commodity Insights expect the report to show a rise of 600,000 barrels in U.S. crude supplies.
Source: Xinhua",15/02/2023
